Lesson ID,Lesson Title,Lesson Category,Block Order,Block Type,Ol Chiki,Latin,Audio URL,Image URL,Emotion,Story Arc,Growth Value,Character Goal,Image Direction,Body Language,Learning Moment
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,2,text,ᱥᱤᱵᱤᱞ ᱨᱚᱲ,Sibil ror – Gentle speech / Kind words,,,Kindness,Exploring Nature,Learning,Explore nature,"Olitun stands beside a traditional home, pointing happily at a colorful detail on the hand-painted wall.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","Olitun putting empathy into action, helping classmates or respecting elders."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,3,text,ᱠᱟᱹᱢᱤ ᱜᱮ ᱫᱷᱚᱨᱚᱢ,Kami ge dhorom – Work is worship,,,Confidence,Making New Friend,Communication,Complete a task,"Olitun carefully carrying out a task, like neatly filing books or designing a wooden model, demonstrating capability and responsibility.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,4,text,ᱫᱤᱥᱚᱢ ᱫᱩᱞᱟᱹᱲ,Disom dular – Patriotism / Country love,,,Friendship,Exploring Village,Confidence,Learn something new,"Olitun walks along a winding path in the beautiful green village, pointing with curiosity toward the horizon.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,5,text,ᱥᱟᱹᱜᱩᱱ ᱫᱟᱨᱟᱢ,Sagun daram – Warm welcome,,,Friendship,Making New Friend,Communication,Make a new friend,"Olitun sits peacefully under a large shady tree, looking out over the village with a happy smile.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,6,text,ᱫᱷᱤᱨᱤ,Dhiri – Stone,,,Curiosity,Making New Friend,Communication,Make a new friend,"Olitun stands beside a traditional home, pointing happily at a colorful detail on the hand-painted wall.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,7,text,ᱜᱤᱛᱤᱞ,Gitil – Sand,,,Friendship,Exploring Village,Confidence,Learn something new,"Olitun kneels in a patch of wild flowers, looking at the colorful petals with curiosity.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,8,text,ᱥᱮᱸᱜᱮᱞ,Sengel – Fire,,,Kindness,Exploring Nature,Learning,Explore nature,"Olitun looking at a crackling orange campfire, warm light reflecting on a happy, peaceful face.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","Olitun putting empathy into action, helping classmates or respecting elders."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,9,text,ᱦᱚᱭ,Hoy – Air / Wind,,,Curiosity,Making New Friend,Communication,Make a new friend,"Olitun sits peacefully under a large shady tree, looking out over the village with a happy smile.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,10,text,ᱨᱤᱢᱤᱞ,Rimil – Cloud,,,Friendship,Exploring Village,Confidence,Learn something new,"Olitun stands beside a traditional home, pointing happily at a colorful detail on the hand-painted wall.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,11,text,ᱤᱯᱤᱞ,Ipil – Star,,,Curiosity,Exploring Nature,Learning,Explore nature,"Olitun lying on a straw mat under a clear night sky, pointing at a shooting star in wonder.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,12,text,ᱧᱤᱫᱟᱹ,Njida – Night,,,Curiosity,Making New Friend,Communication,Make a new friend,"Olitun walks along a winding path in the beautiful green village, pointing with curiosity toward the horizon.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,13,text,ᱥᱤᱸᱜᱮ ᱢᱟᱦᱟ,Singe maha – Sunday,,,Friendship,Exploring Village,Confidence,Learn something new,"Olitun looking up at the warm morning sun rising over the hills, eyes filled with hope.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,14,text,ᱚᱛ,Ot – Earth / Ground,,,Kindness,Exploring Nature,Learning,Explore nature,"Olitun holding a handful of rich, dark soil, ready to plant seeds, looking hopeful and proud.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","Olitun putting empathy into action, helping classmates or respecting elders."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,15,text,ᱥᱮᱨᱢᱟ,Serma – Sky / Year,,,Curiosity,Making New Friend,Communication,Make a new friend,"Olitun kneels in a patch of wild flowers, looking at the colorful petals with curiosity.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,16,text,ᱵᱤᱨ,Bir – Forest,,,Friendship,Exploring Village,Confidence,Learn something new,"Olitun planting a young green seedling in rich soil, showing care and responsibility for nature.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,17,text,ᱵᱩᱨᱩ,Buru – Mountain / Hill,,,Kindness,Exploring Nature,Learning,Explore nature,"Olitun sits peacefully under a large shady tree, looking out over the village with a happy smile.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","Olitun putting empathy into action, helping classmates or respecting elders."
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,18,text,ᱜᱟᱰᱟ,Gada – River,,,Curiosity,Exploring Nature,Learning,Explore nature,"Olitun discovering a clear, flowing spring in the forest, pointing at the clean water.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,19,text,ᱡᱷᱟᱨᱱᱟ,Jharna – Spring / Waterfall,,,Curiosity,Exploring Nature,Learning,Explore nature,"Olitun drinking cool, clean water from a traditional clay pot, looking refreshed and happy.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",Olitun demonstrating active observation and a love for finding out new things.
lesson_vocab_idioms_beginner,Simple Idioms & Daily Life,cat_vocab_1778594020532,20,text,ᱥᱟᱦᱟᱱ,Sahan – Firewood,,,Kindness,Exploring Nature,Learning,Explore nature,"Olitun looking at a crackling orange campfire, warm light reflecting on a happy, peaceful face.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","Olitun putting empathy into action, helping classmates or respecting elders."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,0,text,ᱢᱮᱫ ᱞᱩᱴᱩᱨ ᱵᱮᱸᱜᱮᱫ,Med lutur benget – Keeping eyes and ears open / Vigilant,,,Confidence,Learning New Things,Learning,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,1,text,ᱢᱚᱱᱮ ᱞᱟᱰᱮ,Mone lade – Discouraged / Dejected,,,Gratitude,Helping Others,Confidence,Practice communication,"Olitun points to a chalkboard showing simple diagrams, looking encouragingly toward classmates.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,2,text,ᱡᱤᱣᱤ ᱡᱟᱞᱟ,Jiwi jala – Life struggles,,,Responsibility,Building Confidence,Responsibility,Build confidence,"Olitun works carefully on a drawing page spread out on a wooden table, focused and happy.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,3,text,ᱫᱟᱨᱮ ᱩᱢᱩᱞ ᱦᱚᱲ ᱩᱢᱩᱞ,Dare umul hor umul – Protection of elders / Family shelter,,,Confidence,Learning New Things,Learning,Help someone,"Olitun standing proudly with a family member in front of a neat, decorated village home.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,4,text,ᱥᱮᱛᱟ ᱡᱷᱟᱹᱞᱤ ᱞᱮᱠᱟ,Seta jhale leka – Entangled in trouble / Trapped,,,Gratitude,Helping Others,Confidence,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,5,text,ᱢᱟᱹᱱᱢᱤ ᱡᱤᱣᱤ,Manmi jiwi – Human life,,,Responsibility,Building Confidence,Responsibility,Practice communication,"Olitun points to a chalkboard showing simple diagrams, looking encouragingly toward classmates.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,6,text,ᱢᱟᱹᱱ ᱥᱟᱨᱦᱟᱣ,Man sarhaw – Respect and praise,,,Confidence,Learning New Things,Learning,Build confidence,"Olitun works carefully on a drawing page spread out on a wooden table, focused and happy.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,7,text,ᱞᱟᱜᱽᱬᱮ,Lagne – Traditional Santal dance,,,Gratitude,Helping Others,Confidence,Help someone,"Olitun performing a graceful, traditional dance movement, arms extended with elegance and joy.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,8,text,ᱫᱚᱝ,Dong – Marriage dance and song genre,,,Responsibility,Building Confidence,Responsibility,Complete a task,"Olitun performing a graceful, traditional dance movement, arms extended with elegance and joy.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,9,text,ᱛᱩᱢᱫᱟᱜ,Tumdag – Clay drum / Madal,,,Confidence,Learning New Things,Learning,Practice communication,"Olitun holding a handful of rich, dark soil, ready to plant seeds, looking hopeful and proud.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,10,text,ᱴᱟᱢᱟᱠ,Tamak – Kettle drum,,,Gratitude,Helping Others,Confidence,Build confidence,"Olitun playing a traditional hand-drum (tumdak) with an energetic, rhythmic posture and a wide smile.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,11,text,ᱵᱟᱱᱟᱢ,Banam – Traditional single-stringed fiddle,,,Responsibility,Building Confidence,Responsibility,Help someone,"Olitun playing a traditional hand-drum (tumdak) with an energetic, rhythmic posture and a wide smile.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,12,text,ᱛᱤᱨᱭᱳ,Tiryo – Bamboo flute,,,Confidence,Learning New Things,Learning,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,13,text,ᱥᱟᱨᱡᱚᱢ,Sarjom – Sal tree (sacred to Santals),,,Gratitude,Helping Others,Confidence,Practice communication,"Olitun holds a ripe, bright red pomegranate, showing its rich color with a proud and happy smile.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,14,text,ᱢᱟᱹᱛᱠᱟᱹᱢ,Matkam – Mahua flower/fruit,,,Responsibility,Building Confidence,Responsibility,Build confidence,"Olitun holding a vibrant wild flower, smelling its scent with a happy, relaxed expression.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,15,text,ᱡᱚᱦᱟᱨ ᱠᱟᱛᱷᱟ,Johar katha – Welcoming words,,,Confidence,Learning New Things,Learning,Help someone,"Olitun stands tall in a schoolyard, holding a new notebook and smiling with pride.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,16,text,ᱠᱩᱞᱦᱤ,Kulhi – Village street,,,Gratitude,Helping Others,Confidence,Complete a task,"Olitun planting a young green seedling in rich soil, showing care and responsibility for nature.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,17,text,ᱡᱟᱦᱮᱨ ᱛᱷᱟᱱ,Jaher than – Sacred grove,,,Responsibility,Building Confidence,Responsibility,Practice communication,"Olitun holds a ripe, bright red pomegranate, showing its rich color with a proud and happy smile.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,18,text,ᱢᱟᱹᱧᱡᱷᱤ ᱛᱷᱟᱱ,Manjhi than – Village headman's altar,,,Confidence,Learning New Things,Learning,Build confidence,"Olitun works carefully on a drawing page spread out on a wooden table, focused and happy.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,19,text,ᱟᱹᱛᱩ ᱦᱚᱲ,Atu hor – Villagers,,,Gratitude,Helping Others,Confidence,Help someone,"Olitun stands tall in a schoolyard, holding a new notebook and smiling with pride.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,20,text,ᱦᱟᱲᱟᱢ ᱵᱩᱰᱷᱤ,Haram budhi – Ancestors / Old couple,,,Responsibility,Building Confidence,Responsibility,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_vocab_idioms_intermediate,Folk Proverbs & Expressions,cat_vocab_1778594020532,21,text,ᱫᱟᱠᱟ ᱩᱛᱩ,Daka utu – Rice and curry / Meal,,,Confidence,Learning New Things,Learning,Practice communication,"Olitun points to a chalkboard showing simple diagrams, looking encouragingly toward classmates.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,0,text,ᱞᱩᱴᱤ ᱪᱩᱭᱞᱩ,Luti chuylu – Sulking / Pouting in anger,,,Pride,Working Together,Leadership,Solve a problem,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,1,text,ᱢᱩ ᱛᱮ ᱦᱚᱭ ᱚᱰᱚᱠ,Mu te hoy odok – Snorting in rage / Proud,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun gestures toward a village map drawn on a board, explaining a plan to classmates with confidence.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,2,text,ᱫᱟᱜ ᱨᱮ ᱡᱷᱟᱹᱞᱤ ᱵᱟᱹᱭᱥᱟᱹᱣ,Dag re jhale baysaw – Chasing shadows / Setting net in water,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun drinking cool, clean water from a traditional clay pot, looking refreshed and happy.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,3,text,ᱫᱟᱨᱮ ᱜᱮ ᱡᱤᱣᱤ,Dare ge jiwi – Trees are life / Environmental wisdom,,,Pride,Dreaming Big,Leadership,Teach others,"Olitun planting a young green seedling in rich soil, showing care and responsibility for nature.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,4,text,ᱜᱚᱡ ᱦᱚᱲ ᱫᱚ ᱵᱟᱹᱠᱩ ᱨᱚᱲᱟ,Goj hor do baku rora – Dead people do not speak / Let bygones be bygones,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,5,text,ᱟᱹᱛᱩ ᱦᱚᱲ ᱜᱮ ᱫᱤᱥᱚᱢ ᱦᱚᱲ,Atu hor ge disom hor – Village community is the country's strength,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun gestures toward a village map drawn on a board, explaining a plan to classmates with confidence.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,6,text,ᱢᱮᱫ ᱠᱷᱚᱱ ᱫᱟᱜ ᱡᱚᱨᱚ,Med khon dag joro – Weeping bitterly / Deep grief,,,Pride,Working Together,Leadership,Solve a problem,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,7,text,ᱢᱚᱱᱮ ᱵᱟᱹᱲᱤᱡ,Mone barij – Feel sad / Heart-broken,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands proudly at a crossroads in the village, pointing toward a path of opportunity.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,8,text,ᱫᱩᱞᱟᱹᱲ ᱠᱟᱛᱷᱟ,Dular katha – Loving words / Kind speech,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,9,text,ᱡᱤᱣᱤ ᱫᱷᱚᱱ,Jiwi dhon – Wealth of life / Beloved,,,Pride,Working Together,Leadership,Solve a problem,"Olitun gestures toward a village map drawn on a board, explaining a plan to classmates with confidence.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,10,text,ᱫᱤᱥᱚᱢ ᱫᱟᱨᱟᱱ,Disom daran – Traveling / Exploring the land,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,11,text,ᱫᱷᱚᱨᱚᱢ ᱠᱟᱹᱢᱤ,Dhorom kami – Righteous deed / Virtuous work,,,Confidence,Dreaming Big,Leadership,Complete a task,"Olitun carefully carrying out a task, like neatly filing books or designing a wooden model, demonstrating capability and responsibility.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,12,text,ᱥᱚᱦᱨᱟᱭ ᱯᱚᱨᱚᱵ,Sohrae porob – Harvest festival / Sohrae,,,Pride,Working Together,Leadership,Solve a problem,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,13,text,ᱵᱟᱦᱟ ᱯᱚᱨᱚᱵ,Baha porob – Spring festival / Flower festival,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun holding a vibrant wild flower, smelling its scent with a happy, relaxed expression.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,14,text,ᱥᱟᱱᱛᱟᱲᱤ ᱥᱟᱶᱦᱮᱫ,Santali sawhet – Santali literature,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,15,text,ᱜᱩᱨᱩ ᱠᱚᱞᱚᱢ,Guru kolom – The pen of the Guru / Education,,,Pride,Working Together,Leadership,Solve a problem,"Olitun stands proudly at a crossroads in the village, pointing toward a path of opportunity.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,16,text,ᱚᱞᱚᱜ ᱯᱟᱲᱦᱟᱣ,Olog parhaw – Education / Learning,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,17,text,ᱜᱮᱭᱟᱱ ᱦᱚᱨ,Geyan hor – Path of knowledge,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun gestures toward a village map drawn on a board, explaining a plan to classmates with confidence.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,18,text,ᱞᱟᱠᱪᱟᱨ,Lakchar – Culture,,,Pride,Working Together,Leadership,Solve a problem,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,19,text,ᱟᱹᱨᱤ ᱪᱟᱹᱞᱤ,Ari chali – Customs and traditions,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands proudly at a crossroads in the village, pointing toward a path of opportunity.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,20,text,ᱦᱮᱲᱮᱢ ᱨᱚᱲ,Herem ror – Sweet words / Fluent speech,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_vocab_idioms_advanced,Deep Wisdom & Philosophy,cat_vocab_1778594020532,21,text,ᱥᱤᱨᱡᱚᱱᱤᱭᱟᱹ,Sirjoniya – Creator / Nature,,,Pride,Working Together,Leadership,Solve a problem,"Olitun gestures toward a village map drawn on a board, explaining a plan to classmates with confidence.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_vocab_conversational_1,Modern Conversational Idioms,cat_vocab_1778594020532,0,text,ᱢᱚᱱᱮ ᱠᱷᱮᱞ,Mone khel – Mind game / Flirting,,,Hope,Modern World,Technology,Create something useful,"Olitun laughing and running while balancing a spinning toy disk on a stick, feeling joyful.","Looking upward and forward, eyes shining bright with positive expectation, smiling gently.","Olitun expressing optimism for progress, new opportunities, and future success."
lesson_vocab_conversational_1,Modern Conversational Idioms,cat_vocab_1778594020532,1,text,ᱨᱚᱲ ᱛᱮ ᱞᱟᱸᱫᱟ,Ror te landa – Smiling through words / Sarcasm,,,Ambition,Technology & Learning,Entrepreneurship,Learn something new,"Olitun stands in a clean, modern learning space, gesturing toward a screen showing village success metrics.","Determined forward-looking gaze, confident stance, finger pointing toward the distant horizon.","Olitun aiming high, showing aspiration for modern education and career path."
lesson_vocab_conversational_1,Modern Conversational Idioms,cat_vocab_1778594020532,2,text,ᱫᱩᱞᱟᱹᱲ ᱡᱟᱹᱞᱤ,Dular jhale – Love trap,,,Pride,Future Success,Leadership,Build confidence,"Olitun stands under the bright sun, showcasing a creative blueprint of a village development project with pride.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
